name,Redshift,ra,dec,trigger_time,t90,t90_error,t90_start,fluence,fluence_error,flux_1024,flux_1024_error,flux_1024_time,flux_64,flux_64_error,flnc_band_ampl,flnc_band_ampl_pos_err,flnc_band_ampl_neg_err,flnc_band_epeak,flnc_band_epeak_pos_err,flnc_band_epeak_neg_err,flnc_band_alpha,flnc_band_alpha_pos_err,flnc_band_alpha_neg_err,flnc_band_beta,flnc_band_beta_pos_err,flnc_band_beta_neg_err,flnc_spectrum_start,flnc_spectrum_stop,pflx_best_fitting_model,pflx_best_model_redchisq,flnc_best_fitting_model,flnc_best_model_redchisq,actual_1024ms_interval,actual_256ms_interval,actual_64ms_interval,back_interval_high_start,back_interval_high_stop,back_interval_low_start,back_interval_low_stop,bcat_detector_mask,bcatalog,bii,duration_energy_high,duration_energy_low,error_radius,flnc_band_dof,flnc_band_ergflnc,flnc_band_ergflnc_error,flnc_band_ergflncb,flnc_band_ergflncb_error,flnc_band_ergflux,flnc_band_ergflux_error,flnc_band_phtflnc,flnc_band_phtflnc_error,flnc_band_phtflncb,flnc_band_phtflncb_error,flnc_band_phtflux,flnc_band_phtflux_error,flnc_band_phtfluxb,flnc_band_phtfluxb_error,flnc_band_redchisq,flnc_band_redfitstat,flnc_band_statistic,flnc_comp_ampl,flnc_comp_ampl_neg_err,flnc_comp_ampl_pos_err,flnc_comp_dof,flnc_comp_epeak,flnc_comp_epeak_neg_err,flnc_comp_epeak_pos_err,flnc_comp_ergflnc,flnc_comp_ergflnc_error,flnc_comp_ergflncb,flnc_comp_ergflncb_error,flnc_comp_ergflux,flnc_comp_ergflux_error,flnc_comp_index,flnc_comp_index_neg_err,flnc_comp_index_pos_err,flnc_comp_phtflnc,flnc_comp_phtflnc_error,flnc_comp_phtflncb,flnc_comp_phtflncb_error,flnc_comp_phtflux,flnc_comp_phtflux_error,flnc_comp_phtfluxb,flnc_comp_phtfluxb_error,flnc_comp_pivot,flnc_comp_pivot_neg_err,flnc_comp_pivot_pos_err,flnc_comp_redchisq,flnc_comp_redfitstat,flnc_comp_statistic,flnc_plaw_ampl,flnc_plaw_ampl_neg_err,flnc_plaw_ampl_pos_err,flnc_plaw_dof,flnc_plaw_ergflnc,flnc_plaw_ergflnc_error,flnc_plaw_ergflncb,flnc_plaw_ergflncb_error,flnc_plaw_ergflux,flnc_plaw_ergflux_error,flnc_plaw_index,flnc_plaw_index_neg_err,flnc_plaw_index_pos_err,flnc_plaw_phtflnc,flnc_plaw_phtflnc_error,flnc_plaw_phtflncb,flnc_plaw_phtflncb_error,flnc_plaw_phtflux,flnc_plaw_phtflux_error,flnc_plaw_phtfluxb,flnc_plaw_phtfluxb_error,flnc_plaw_pivot,flnc_plaw_pivot_neg_err,flnc_plaw_pivot_pos_err,flnc_plaw_redchisq,flnc_plaw_redfitstat,flnc_plaw_statistic,flnc_sbpl_ampl,flnc_sbpl_ampl_neg_err,flnc_sbpl_ampl_pos_err,flnc_sbpl_brken,flnc_sbpl_brken_neg_err,flnc_sbpl_brken_pos_err,flnc_sbpl_brksc,flnc_sbpl_brksc_neg_err,flnc_sbpl_brksc_pos_err,flnc_sbpl_dof,flnc_sbpl_ergflnc,flnc_sbpl_ergflnc_error,flnc_sbpl_ergflncb,flnc_sbpl_ergflncb_error,flnc_sbpl_ergflux,flnc_sbpl_ergflux_error,flnc_sbpl_indx1,flnc_sbpl_indx1_neg_err,flnc_sbpl_indx1_pos_err,flnc_sbpl_indx2,flnc_sbpl_indx2_neg_err,flnc_sbpl_indx2_pos_err,flnc_sbpl_phtflnc,flnc_sbpl_phtflnc_error,flnc_sbpl_phtflncb,flnc_sbpl_phtflncb_error,flnc_sbpl_phtflux,flnc_sbpl_phtflux_error,flnc_sbpl_phtfluxb,flnc_sbpl_phtfluxb_error,flnc_sbpl_pivot,flnc_sbpl_pivot_neg_err,flnc_sbpl_pivot_pos_err,flnc_sbpl_redchisq,flnc_sbpl_redfitstat,flnc_sbpl_statistic,flu_high,flu_low,fluence_batse,fluence_batse_error,flux_256,flux_256_error,flux_256_time,flux_64_time,flux_batse_1024,flux_batse_1024_error,flux_batse_1024_time,flux_batse_256,flux_batse_256_error,flux_batse_256_time,flux_batse_64,flux_batse_64_error,flux_batse_64_time,last_modified,lii,pflx_band_alpha,pflx_band_alpha_neg_err,pflx_band_alpha_pos_err,pflx_band_ampl,pflx_band_ampl_neg_err,pflx_band_ampl_pos_err,pflx_band_beta,pflx_band_beta_neg_err,pflx_band_beta_pos_err,pflx_band_dof,pflx_band_epeak,pflx_band_epeak_neg_err,pflx_band_epeak_pos_err,pflx_band_ergflnc,pflx_band_ergflnc_error,pflx_band_ergflncb,pflx_band_ergflncb_error,pflx_band_ergflux,pflx_band_ergflux_error,pflx_band_phtflnc,pflx_band_phtflnc_error,pflx_band_phtflncb,pflx_band_phtflncb_error,pflx_band_phtflux,pflx_band_phtflux_error,pflx_band_phtfluxb,pflx_band_phtfluxb_error,pflx_band_redchisq,pflx_band_redfitstat,pflx_band_statistic,pflx_comp_ampl,pflx_comp_ampl_neg_err,pflx_comp_ampl_pos_err,pflx_comp_dof,pflx_comp_epeak,pflx_comp_epeak_neg_err,pflx_comp_epeak_pos_err,pflx_comp_ergflnc,pflx_comp_ergflnc_error,pflx_comp_ergflncb,pflx_comp_ergflncb_error,pflx_comp_ergflux,pflx_comp_ergflux_error,pflx_comp_index,pflx_comp_index_neg_err,pflx_comp_index_pos_err,pflx_comp_phtflnc,pflx_comp_phtflnc_error,pflx_comp_phtflncb,pflx_comp_phtflncb_error,pflx_comp_phtflux,pflx_comp_phtflux_error,pflx_comp_phtfluxb,pflx_comp_phtfluxb_error,pflx_comp_pivot,pflx_comp_pivot_neg_err,pflx_comp_pivot_pos_err,pflx_comp_redchisq,pflx_comp_redfitstat,pflx_comp_statistic,pflx_plaw_ampl,pflx_plaw_ampl_neg_err,pflx_plaw_ampl_pos_err,pflx_plaw_dof,pflx_plaw_ergflnc,pflx_plaw_ergflnc_error,pflx_plaw_ergflncb,pflx_plaw_ergflncb_error,pflx_plaw_ergflux,pflx_plaw_ergflux_error,pflx_plaw_index,pflx_plaw_index_neg_err,pflx_plaw_index_pos_err,pflx_plaw_phtflnc,pflx_plaw_phtflnc_error,pflx_plaw_phtflncb,pflx_plaw_phtflncb_error,pflx_plaw_phtflux,pflx_plaw_phtflux_error,pflx_plaw_phtfluxb,pflx_plaw_phtfluxb_error,pflx_plaw_pivot,pflx_plaw_pivot_neg_err,pflx_plaw_pivot_pos_err,pflx_plaw_redchisq,pflx_plaw_redfitstat,pflx_plaw_statistic,pflx_sbpl_ampl,pflx_sbpl_ampl_neg_err,pflx_sbpl_ampl_pos_err,pflx_sbpl_brken,pflx_sbpl_brken_neg_err,pflx_sbpl_brken_pos_err,pflx_sbpl_brksc,pflx_sbpl_brksc_neg_err,pflx_sbpl_brksc_pos_err,pflx_sbpl_dof,pflx_sbpl_ergflnc,pflx_sbpl_ergflnc_error,pflx_sbpl_ergflncb,pflx_sbpl_ergflncb_error,pflx_sbpl_ergflux,pflx_sbpl_ergflux_error,pflx_sbpl_indx1,pflx_sbpl_indx1_neg_err,pflx_sbpl_indx1_pos_err,pflx_sbpl_indx2,pflx_sbpl_indx2_neg_err,pflx_sbpl_indx2_pos_err,pflx_sbpl_phtflnc,pflx_sbpl_phtflnc_error,pflx_sbpl_phtflncb,pflx_sbpl_phtflncb_error,pflx_sbpl_phtflux,pflx_sbpl_phtflux_error,pflx_sbpl_phtfluxb,pflx_sbpl_phtfluxb_error,pflx_sbpl_pivot,pflx_sbpl_pivot_neg_err,pflx_sbpl_pivot_pos_err,pflx_sbpl_redchisq,pflx_sbpl_redfitstat,pflx_sbpl_statistic,pflx_spectrum_start,pflx_spectrum_stop,scat_detector_mask,scatalog,t50,t50_error,t50_start,trigger_name
GRB080804972,2.2045,328.69999999999993,-53.2,2008-08-04 23:20:14.879,24.704,1.46,0.256,9.1294e-06,1.0589e-07,3.8493,0.1647,1.024,5.8104,0.7637,0.01364525,0.001496174,0.001496174,221.2021,22.9559,22.9559,-0.5175154,0.07985288,0.07985288,-1.904774,0.08532512,0.08532512,-1.024,22.528,pflx_comp,1.177,flnc_sbpl,1.091,1.024,0.256,0.064,45.31,101.04,-73.96,-2.08,11100100.0,1,-48.3817,300.0,50.0,0.0,474.0,1.102627e-05,3.10104e-07,5.15084e-06,1.221117e-07,4.702486e-07,1.322533e-08,52.90041,1.074116,25.51837,0.4923967,2.256098,0.04580892,1.088308,0.02099975,1.091,2.732,Castor C-STAT,0.01046434,0.0007195007,0.0007195007,475.0,309.751,24.17831,24.17831,1.041411e-05,4.416311e-07,5.457034e-06,1.093136e-07,4.441415e-07,1.88347e-08,-0.6821826,0.05571896,0.05571896,53.73969,1.101787,26.11014,0.5066368,2.291892,0.04698906,1.113546,0.02160706,100.0,0.0,0.0,1.107,2.784,Castor C-STAT,0.004627825,7.70418e-05,7.70418e-05,476.0,1.068073e-05,2.095669e-07,3.669091e-06,6.255981e-08,4.55512e-07,8.937616e-09,-1.410183,0.009570718,0.009570718,57.72571,1.061506,18.26131,0.3033545,2.461888,0.04527112,0.7788088,0.01293747,100.0,0.0,0.0,1.551,3.729,Castor C-STAT,0.007032664,0.0001617931,0.0001617931,110.3743,13.04038,13.04038,0.3,0.0,0.0,474.0,1.111208e-05,3.131863e-07,5.145485e-06,1.130553e-07,4.739085e-07,1.335678e-08,-0.6975315,0.06619215,0.06619215,-1.93484,0.08502507,0.08502507,53.05302,1.074516,25.51787,0.4871687,2.262607,0.04582598,1.088287,0.02077679,100.0,0.0,0.0,1.091,2.731,Castor C-STAT,1000.0,10.0,5.2902e-06,5.4973e-08,4.3987,0.3602,0.896,8.384,1.8528,0.1622,1.472,2.0778,0.3699,1.92,2.5181,0.6813,13.76,2018-03-21 18:00:24.00,341.8589,-0.1713935,0.2447207,0.2447207,0.04003748,0.01168352,0.01168352,-2.756266,52.60099,52.60099,474.0,162.6899,20.65099,20.65099,5.770982e-07,9.225865e-08,3.650633e-07,3.0358e-08,5.662315e-07,9.052143e-08,3.600771,0.2317091,1.921213,0.1191871,3.532968,0.227346,1.885037,0.1169428,1.171,1.274,Castor C-STAT,0.03672535,0.009185951,0.009185951,475.0,172.1896,20.10468,20.10468,5.191861e-07,5.432738e-08,3.764753e-07,2.558647e-08,5.094099e-07,5.33044e-08,-0.2226282,0.2134769,0.2134769,3.5792,0.2318873,1.956045,0.1114734,3.511804,0.2275209,1.919213,0.1093744,100.0,0.0,0.0,1.177,1.272,Castor C-STAT,0.007421667,0.0003861547,0.0003861547,476.0,7.228754e-07,4.736411e-08,2.528491e-07,1.403008e-08,7.092637e-07,4.647225e-08,-1.44263,0.02901959,0.02901959,4.117669,0.2371876,1.269224,0.06726834,4.040134,0.2327214,1.245325,0.06600168,100.0,0.0,0.0,1.241,1.415,Castor C-STAT,0.01340816,0.000988936,0.000988936,176.1756,66.65121,66.65121,0.3,0.0,0.0,474.0,5.304465e-07,8.423913e-08,3.723852e-07,2.748402e-08,5.204582e-07,8.265292e-08,-0.6225131,0.1571623,0.1571623,-3.890505,13.76904,13.76904,3.619297,0.2330002,1.945245,0.1132539,3.551146,0.2286128,1.908616,0.1111213,100.0,0.0,0.0,1.177,1.273,Castor C-STAT,1.024,2.048,11100001,3,10.432,0.429,3.52,bn100604287
GRB080810549,3.3604,356.8,0.32,2008-08-10 13:10:12.581,75.201,3.638,-3.2,9.4398e-06,4.8957e-08,3.6864,0.2417,23.68,6.4107,1.1851,0.004813357,0.000237158,0.000237158,589.4979,85.8363,85.8363,-1.089721,0.04453039,0.04453039,-5.981619,98.14269,98.14269,-10.24,105.47,pflx_comp,1.077,flnc_comp,1.251,1.024,0.256,0.064,112.5,140.63,-55.62,-13.75,11100100.0,3,-58.5062,300.0,50.0,0.0,476.0,1.44392e-05,4.752781e-07,5.81832e-06,1.406989e-07,3.537723e-07,1.16447e-08,71.73136,1.647031,28.15389,0.6502506,1.757477,0.04035359,0.6897932,0.01593167,1.254,3.852,Castor C-STAT,0.004810044,0.0002319901,0.0002319901,477.0,590.6446,75.16846,75.16846,1.444257e-05,4.696742e-07,5.816805e-06,1.406678e-07,3.538547e-07,1.15074e-08,-1.090306,0.04365408,0.04365408,71.73873,1.643463,28.14691,0.6503079,1.757658,0.04026619,0.6896225,0.01593308,100.0,0.0,0.0,1.251,3.844,Castor C-STAT,0.003372463,6.315694e-05,6.315694e-05,478.0,1.285421e-05,2.883077e-07,4.556115e-06,8.881761e-08,3.149387e-07,7.063774e-09,-1.469716,0.01209545,0.01209545,76.38475,1.651727,23.06043,0.4357448,1.871489,0.04046865,0.5649993,0.0106761,100.0,0.0,0.0,1.402,4.271,Castor C-STAT,0.004166974,0.0001234398,0.0001234398,326.9991,63.33383,63.33383,0.3,0.0,0.0,476.0,1.373586e-05,4.625593e-07,5.94985e-06,1.466791e-07,3.365399e-07,1.133308e-08,-1.149945,0.03871465,0.03871465,-2.436072,0.4099693,0.4099693,71.29222,1.705737,28.56581,0.6673986,1.746718,0.04179194,0.6998858,0.01635181,100.0,0.0,0.0,1.252,3.846,Castor C-STAT,1000.0,10.0,5.3736e-06,2.264e-08,4.8346,0.5475,50.241,50.369,1.7506,0.1031,23.68,2.2989,0.2317,24.256,2.8797,0.5207,24.448,2018-05-08 00:46:01.00,90.9581,-1.131952,0.1212027,0.1212027,0.01051729,0.001474366,0.001474366,-9.346875,17257.09,17257.09,476.0,639.0091,296.3021,296.3021,8.122447e-07,7.86348e-08,3.222509e-07,2.458992e-08,7.964209e-07,7.710287e-08,4.095498,0.2780346,1.5662,0.1132953,4.015711,0.2726181,1.535688,0.1110881,1.078,1.186,Castor C-STAT,0.01056021,0.001849369,0.001849369,477.0,625.9102,240.2153,240.2153,8.078174e-07,7.869841e-08,3.221669e-07,2.45862e-08,7.920798e-07,7.716525e-08,-1.129369,0.1604313,0.1604313,4.090158,0.2780374,1.566519,0.1133993,4.010476,0.2726208,1.536001,0.1111901,100.0,0.0,0.0,1.077,1.183,Castor C-STAT,0.007562095,0.0004342049,0.0004342049,478.0,7.18432e-07,5.015519e-08,2.55025e-07,1.534475e-08,7.044359e-07,4.917809e-08,-1.472634,0.03796208,0.03796208,4.28949,0.2827165,1.291783,0.07490864,4.205925,0.2772088,1.266617,0.0734493,100.0,0.0,0.0,1.096,1.223,Castor C-STAT,0.009514179,0.0008449731,0.0008449731,252.8682,104.2443,104.2443,0.3,0.0,0.0,476.0,7.609449e-07,7.386993e-08,3.311241e-07,2.554952e-08,7.461206e-07,7.243083e-08,-1.147176,0.1125549,0.1125549,-2.166489,1.237578,1.237578,4.031184,0.2876185,1.608174,0.116815,3.95265,0.2820152,1.576844,0.1145392,100.0,0.0,0.0,1.074,1.184,Castor C-STAT,23.552,24.576,1100101,3,32.768,1.379,10.048,bn170307851
GRB080905705,0.1218,301.7,-62.6,2008-09-05 16:55:46.843,105.984,6.802,-5.12,2.9093e-06,3.6346e-08,2.3229,0.2291,0.896,4.0823,1.1021,0.006700727,0.001549708,0.001549708,182.5805,51.53627,51.53627,-0.8522729,0.1736209,0.1736209,-2.316035,16.44725,16.44725,-7.168,79.872,pflx_plaw,0.992,flnc_comp,1.056,1.024,0.256,0.064,110.83,138.75,-22.08,-10.83,1100100.0,1,-32.4861,300.0,50.0,0.0,477.0,2.161337e-06,2.610503e-07,1.153495e-06,9.5603e-08,1.927159e-07,2.327659e-08,15.26444,0.9301748,6.130651,0.3740378,1.361056,0.08293918,0.5466405,0.03335114,1.055,1.372,Castor C-STAT,0.006357854,0.001483505,0.001483505,478.0,199.1405,31.41348,31.41348,1.96355e-06,2.195343e-07,1.194038e-06,7.186919e-08,1.750803e-07,1.957481e-08,-0.8768671,0.1473446,0.1473446,15.18662,0.9347382,6.26471,0.3443066,1.354117,0.08334608,0.5585938,0.03070015,100.0,0.0,0.0,1.056,1.37,Castor C-STAT,0.00260614,0.0001231739,0.0001231739,479.0,2.642793e-06,1.596339e-07,9.563662e-07,4.869018e-08,2.356451e-07,1.423378e-08,-1.507399,0.03466892,0.03466892,16.69105,0.8927038,4.878442,0.2336103,1.48826,0.07959807,0.434987,0.0208299,100.0,0.0,0.0,1.08,1.424,Castor C-STAT,0.002978337,0.0001659436,0.0001659436,8.660565,20.46881,20.46881,0.3,0.0,0.0,477.0,2.472948e-06,1.79032e-07,1.03034e-06,5.590028e-08,2.205008e-07,1.596341e-08,16.18503,111.2684,111.2684,-1.696552,0.07710436,0.07710436,14.85821,0.9715624,5.499515,0.2904975,1.324835,0.08662952,0.4903651,0.02590225,100.0,0.0,0.0,1.048,1.371,Castor C-STAT,1000.0,10.0,1.6142e-06,2.0665e-08,3.301,0.4007,4.544,-2.048,0.5815,0.0686,0.768,0.7922,0.1578,-2.112,1.1278,0.4222,1.024,2018-04-04 18:28:42.00,334.0189,-0.7568093,0.2608214,0.2608214,0.0104078,0.002901,0.002901,-8.282661,7447.424,7447.424,477.0,183.3082,80.43308,80.43308,2.419816e-07,6.623907e-08,1.550505e-07,2.375059e-08,2.373537e-07,6.497223e-08,1.890478,0.2834105,0.8191086,0.107878,1.854322,0.2779902,0.803443,0.1058148,0.99,1.074,Castor C-STAT,0.01022834,0.002832745,0.002832745,478.0,184.5858,47.76811,47.76811,2.37574e-07,6.132039e-08,1.524248e-07,2.239096e-08,2.330303e-07,6.014763e-08,-0.7439488,0.4293443,0.4293443,1.837731,0.276769,0.8033297,0.1055974,1.802584,0.2714757,0.7879658,0.1035778,100.0,0.0,0.0,0.99,1.071,Castor C-STAT,0.003510009,0.0004090148,0.0004090148,479.0,3.134213e-07,4.891968e-08,1.155158e-07,1.516134e-08,3.074271e-07,4.798408e-08,-1.548609,0.08610403,0.08610403,2.116279,0.2720937,0.5956733,0.07193345,2.075805,0.2668899,0.5842809,0.07055771,100.0,0.0,0.0,0.992,1.091,Castor C-STAT,0.005517075,0.0009420386,0.0009420386,689.8345,10311.89,10311.89,0.3,0.0,0.0,477.0,2.250724e-07,5.806327e-08,1.68294e-07,3.119155e-08,2.207678e-07,5.69528e-08,-1.032479,0.2608628,0.2608628,-43.39294,1751.659,1751.659,1.894118,0.2703536,0.8628742,0.113909,1.857892,0.265183,0.8463716,0.1117305,100.0,0.0,0.0,0.987,1.069,Castor C-STAT,0.0,1.024,1100101,3,78.336,1.056,0.768,bn090802235
GRB080913735,6.7,45.1,-3.0,2008-09-13 17:38:31.419,41.217,7.281,-0.256,3.5447e-06,8.6707e-08,3.405,0.1824,16.448,5.988,0.8835,0.02263079,0.005369762,0.005369762,101.5923,6.921906,6.921906,-0.2737454,0.1688145,0.1688145,-10.77175,9381.606,9381.606,-1.024,26.624,pflx_plaw,1.159,flnc_comp,1.087,1.024,0.256,0.064,52.6,95.83,-37.5,-4.17,11000.0,1,-50.8594,300.0,50.0,5.9,356.0,2.238097e-06,4.545534e-07,1.581911e-06,1.065654e-07,1.290833e-07,2.621658e-08,24.0839,1.212114,9.885699,0.4646578,1.38905,0.06990922,0.5701623,0.02679935,1.087,1.824,Castor C-STAT,0.02115598,0.007298269,0.007298269,357.0,100.7041,10.80533,10.80533,2.326203e-06,1.322268e-07,1.616123e-06,1.029577e-07,1.341648e-07,7.626242e-09,-0.3695625,0.2074496,0.2074496,25.6556,1.080112,10.10297,0.4556203,1.479698,0.06229596,0.5826935,0.02627811,100.0,0.0,0.0,1.087,1.826,Castor C-STAT,0.002566269,0.0001060066,0.0001060066,358.0,3.804873e-06,2.122873e-07,1.418283e-06,6.704254e-08,2.194478e-07,1.224377e-08,-1.582462,0.02970529,0.02970529,27.06378,1.080197,7.379527,0.3146569,1.560916,0.06230085,0.4256176,0.01814798,100.0,0.0,0.0,1.257,2.128,Castor C-STAT,0.004530758,0.00027351,0.00027351,311.4352,581.7004,581.7004,0.3,0.0,0.0,356.0,2.085918e-06,1.407705e-07,1.493299e-06,1.239701e-07,1.203063e-07,8.119005e-09,-0.8907402,0.1106108,0.1106108,-25.42522,120.8317,120.8317,24.2424,1.058341,9.751174,0.4803673,1.398192,0.0610403,0.5624034,0.02770541,100.0,0.0,0.0,1.081,1.814,Castor C-STAT,1000.0,10.0,2.1233e-06,4.7079e-08,4.8792,0.3952,12.992,17.984,1.3228,0.1835,17.6,1.9221,0.3996,13.056,2.7026,0.8136,13.056,2018-04-04 18:31:11.00,180.495,0.09426697,0.4044135,0.4044135,0.06527816,0.02938051,0.02938051,-10.39946,6846.914,6846.914,356.0,108.6454,11.66328,11.66328,2.778577e-07,9.435777e-08,2.105798e-07,2.816653e-08,2.725129e-07,9.254271e-08,2.648363,0.266427,1.291244,0.123408,2.597419,0.261302,1.266406,0.1210342,1.13,1.183,Castor C-STAT,0.06338301,0.02748271,0.02748271,357.0,109.0566,12.01221,12.01221,2.780517e-07,3.427921e-08,2.104389e-07,2.72124e-08,2.727031e-07,3.361982e-08,0.07495461,0.3905973,0.3905973,2.650671,0.265312,1.287902,0.1208996,2.599683,0.2602085,1.263128,0.118574,100.0,0.0,0.0,1.127,1.18,Castor C-STAT,0.00520786,0.0004414986,0.0004414986,358.0,4.710066e-07,5.358438e-08,1.719881e-07,1.64681e-08,4.619464e-07,5.255364e-08,-1.532453,0.05842614,0.05842614,3.090007,0.2770444,0.8832232,0.07797485,3.030568,0.2717152,0.8662336,0.07647493,100.0,0.0,0.0,1.159,1.262,Castor C-STAT,0.01031395,0.001247153,0.001247153,281.1451,737.2037,737.2037,0.3,0.0,0.0,356.0,2.62635e-07,3.746824e-08,2.017542e-07,3.213311e-08,2.575829e-07,3.67475e-08,-0.6638802,0.2710545,0.2710545,-19.88724,127.4399,127.4399,2.693634,0.2655873,1.276648,0.1275763,2.64182,0.2604785,1.252091,0.1251222,100.0,0.0,0.0,1.125,1.176,Castor C-STAT,17.408,18.432,11001,3,10.24,3.238,10.24,bn160821857
GRB080916009,0.689,119.79999999999998,-56.6,2008-09-16 00:12:45.614,62.977,0.81,1.28,6.0272e-05,6.9972e-08,13.6635,0.2933,2.368,16.3989,1.6469,0.01402122,0.0002606064,0.0002606064,667.6653,41.6875,41.6875,-1.070381,0.0144937,0.0144937,-2.152307,0.07648563,0.07648563,-4.096,87.04,pflx_comp,0.863,flnc_sbpl,1.142,1.024,0.256,0.064,105.21,146.35,-40.1,-6.25,10011011000000.0,1,-13.7641,300.0,50.0,0.0,358.0,8.580704e-05,1.231974e-06,3.316782e-05,2.824073e-07,1.109161e-06,1.592477e-08,399.8558,2.710867,158.531,1.302304,5.168624,0.03504126,2.049206,0.01683387,1.163,6.569,Castor C-STAT,0.01364725,0.0002287487,0.0002287487,359.0,768.2076,41.27277,41.27277,8.868847e-05,9.985341e-07,3.316662e-05,2.853828e-07,1.146407e-06,1.290727e-08,-1.088029,0.0135231,0.0135231,403.1674,2.575262,158.1107,1.284256,5.211431,0.0332884,2.043774,0.01660058,100.0,0.0,0.0,1.215,6.654,Castor C-STAT,0.009593202,5.761255e-05,5.761255e-05,360.0,7.078952e-05,5.262875e-07,2.47726e-05,1.583325e-07,9.150409e-07,6.802909e-09,-1.442945,0.003845572,0.003845572,402.8622,2.634904,124.2085,0.7608964,5.207486,0.03405935,1.605547,0.009835515,100.0,0.0,0.0,3.416,12.211,Castor C-STAT,0.01225483,0.0001227455,0.0001227455,309.2031,24.00461,24.00461,0.3,0.0,0.0,358.0,8.399932e-05,1.071954e-06,3.371478e-05,2.869866e-07,1.085794e-06,1.385632e-08,-1.130424,0.01161087,0.01161087,-2.096931,0.05582428,0.05582428,399.5114,2.711719,160.0453,1.310743,5.164173,0.03505227,2.068781,0.01694295,100.0,0.0,0.0,1.142,6.521,Castor C-STAT,1000.0,10.0,2.7502e-05,3.8033e-08,15.0917,0.6385,2.432,5.952,6.2767,0.1591,2.24,6.9247,0.3337,2.56,7.3213,0.6874,1.472,2018-04-04 18:32:22.00,270.1009,-0.7448255,0.07189637,0.07189637,0.05215057,0.004384268,0.004384268,-2.656804,27.98776,27.98776,358.0,484.3637,65.49155,65.49155,3.675792e-06,1.743102e-07,1.514367e-06,4.727315e-08,3.618652e-06,1.716006e-07,14.81483,0.3811978,6.95095,0.209423,14.58454,0.3752722,6.842898,0.2061676,0.858,0.952,Castor C-STAT,0.05033037,0.003081225,0.003081225,359.0,525.1166,55.57559,55.57559,3.784145e-06,1.570091e-07,1.508331e-06,4.712996e-08,3.725321e-06,1.545685e-07,-0.770596,0.05524665,0.05524665,14.93476,0.365082,6.908219,0.2057755,14.7026,0.3594068,6.800832,0.2025768,100.0,0.0,0.0,0.863,0.95,Castor C-STAT,0.02781129,0.0006399714,0.0006399714,360.0,2.805903e-06,7.571756e-08,9.579081e-07,2.251962e-08,2.762285e-06,7.454054e-08,-1.398753,0.01392043,0.01392043,14.86965,0.3909011,4.747642,0.1096813,14.6385,0.3848246,4.67384,0.1079763,100.0,0.0,0.0,1.699,1.925,Castor C-STAT,0.04081472,0.001647476,0.001647476,263.0396,48.19643,48.19643,0.3,0.0,0.0,358.0,3.557307e-06,1.411882e-07,1.544774e-06,4.897303e-08,3.502009e-06,1.389935e-07,-0.8475866,0.05425948,0.05425948,-2.348593,0.3013871,0.3013871,14.74456,0.3761253,7.055805,0.2107392,14.51536,0.3702784,6.946123,0.2074633,100.0,0.0,0.0,0.854,0.952,Castor C-STAT,2.048,3.072,11000000010,3,32.0,0.724,6.656,bn100205490
