Redshift,t90,t90_error,t90_start,fluence,fluence_error,flux_1024,flux_1024_error,flux_1024_time,flux_64,flux_64_error,flnc_band_ampl,flnc_band_ampl_pos_err,flnc_band_ampl_neg_err,flnc_band_epeak,flnc_band_epeak_pos_err,flnc_band_epeak_neg_err,flnc_band_alpha,flnc_band_alpha_pos_err,flnc_band_alpha_neg_err,flnc_band_beta,flnc_band_beta_pos_err,flnc_band_beta_neg_err,flnc_spectrum_start,flnc_spectrum_stop,pflx_best_model_redchisq,flnc_best_model_redchisq,actual_1024ms_interval,actual_256ms_interval,actual_64ms_interval,back_interval_high_start,back_interval_high_stop,back_interval_low_start,back_interval_low_stop,bcat_detector_mask,bcatalog,bii,duration_energy_high,duration_energy_low,error_radius,flnc_band_dof,flnc_band_ergflnc,flnc_band_ergflnc_error,flnc_band_ergflncb,flnc_band_ergflncb_error,flnc_band_ergflux,flnc_band_ergflux_error,flnc_band_phtflnc,flnc_band_phtflnc_error,flnc_band_phtflncb,flnc_band_phtflncb_error,flnc_band_phtflux,flnc_band_phtflux_error,flnc_band_phtfluxb,flnc_band_phtfluxb_error,flnc_band_redchisq,flnc_band_redfitstat,flnc_comp_ampl,flnc_comp_ampl_neg_err,flnc_comp_ampl_pos_err,flnc_comp_dof,flnc_comp_epeak,flnc_comp_epeak_neg_err,flnc_comp_epeak_pos_err,flnc_comp_ergflnc,flnc_comp_ergflnc_error,flnc_comp_ergflncb,flnc_comp_ergflncb_error,flnc_comp_ergflux,flnc_comp_ergflux_error,flnc_comp_index,flnc_comp_index_neg_err,flnc_comp_index_pos_err,flnc_comp_phtflnc,flnc_comp_phtflnc_error,flnc_comp_phtflncb,flnc_comp_phtflncb_error,flnc_comp_phtflux,flnc_comp_phtflux_error,flnc_comp_phtfluxb,flnc_comp_phtfluxb_error,flnc_comp_pivot,flnc_comp_redchisq,flnc_comp_redfitstat,flnc_plaw_ampl,flnc_plaw_ampl_neg_err,flnc_plaw_ampl_pos_err,flnc_plaw_dof,flnc_plaw_ergflnc,flnc_plaw_ergflnc_error,flnc_plaw_ergflncb,flnc_plaw_ergflncb_error,flnc_plaw_ergflux,flnc_plaw_ergflux_error,flnc_plaw_index,flnc_plaw_index_neg_err,flnc_plaw_index_pos_err,flnc_plaw_phtflnc,flnc_plaw_phtflnc_error,flnc_plaw_phtflncb,flnc_plaw_phtflncb_error,flnc_plaw_phtflux,flnc_plaw_phtflux_error,flnc_plaw_phtfluxb,flnc_plaw_phtfluxb_error,flnc_plaw_pivot,flnc_plaw_redchisq,flnc_plaw_redfitstat,flnc_sbpl_ampl,flnc_sbpl_ampl_neg_err,flnc_sbpl_ampl_pos_err,flnc_sbpl_brken,flnc_sbpl_brken_neg_err,flnc_sbpl_brken_pos_err,flnc_sbpl_brksc,flnc_sbpl_dof,flnc_sbpl_ergflnc,flnc_sbpl_ergflnc_error,flnc_sbpl_ergflncb,flnc_sbpl_ergflncb_error,flnc_sbpl_ergflux,flnc_sbpl_ergflux_error,flnc_sbpl_indx1,flnc_sbpl_indx1_neg_err,flnc_sbpl_indx1_pos_err,flnc_sbpl_indx2,flnc_sbpl_indx2_neg_err,flnc_sbpl_indx2_pos_err,flnc_sbpl_phtflnc,flnc_sbpl_phtflnc_error,flnc_sbpl_phtflncb,flnc_sbpl_phtflncb_error,flnc_sbpl_phtflux,flnc_sbpl_phtflux_error,flnc_sbpl_phtfluxb,flnc_sbpl_phtfluxb_error,flnc_sbpl_pivot,flnc_sbpl_redchisq,flnc_sbpl_redfitstat,flu_high,flu_low,fluence_batse,fluence_batse_error,flux_256,flux_256_error,flux_256_time,flux_64_time,flux_batse_1024,flux_batse_1024_error,flux_batse_1024_time,flux_batse_256,flux_batse_256_error,flux_batse_256_time,flux_batse_64,flux_batse_64_error,flux_batse_64_time,lii,pflx_band_alpha,pflx_band_alpha_neg_err,pflx_band_alpha_pos_err,pflx_band_ampl,pflx_band_ampl_neg_err,pflx_band_ampl_pos_err,pflx_band_beta,pflx_band_beta_neg_err,pflx_band_beta_pos_err,pflx_band_dof,pflx_band_epeak,pflx_band_epeak_neg_err,pflx_band_epeak_pos_err,pflx_band_ergflnc,pflx_band_ergflnc_error,pflx_band_ergflncb,pflx_band_ergflncb_error,pflx_band_ergflux,pflx_band_ergflux_error,pflx_band_phtflnc,pflx_band_phtflnc_error,pflx_band_phtflncb,pflx_band_phtflncb_error,pflx_band_phtflux,pflx_band_phtflux_error,pflx_band_phtfluxb,pflx_band_phtfluxb_error,pflx_band_redchisq,pflx_band_redfitstat,pflx_comp_ampl,pflx_comp_ampl_neg_err,pflx_comp_ampl_pos_err,pflx_comp_dof,pflx_comp_epeak,pflx_comp_epeak_neg_err,pflx_comp_epeak_pos_err,pflx_comp_ergflnc,pflx_comp_ergflnc_error,pflx_comp_ergflncb,pflx_comp_ergflncb_error,pflx_comp_ergflux,pflx_comp_ergflux_error,pflx_comp_index,pflx_comp_index_neg_err,pflx_comp_index_pos_err,pflx_comp_phtflnc,pflx_comp_phtflnc_error,pflx_comp_phtflncb,pflx_comp_phtflncb_error,pflx_comp_phtflux,pflx_comp_phtflux_error,pflx_comp_phtfluxb,pflx_comp_phtfluxb_error,pflx_comp_pivot,pflx_comp_redchisq,pflx_comp_redfitstat,pflx_plaw_ampl,pflx_plaw_ampl_neg_err,pflx_plaw_ampl_pos_err,pflx_plaw_dof,pflx_plaw_ergflnc,pflx_plaw_ergflnc_error,pflx_plaw_ergflncb,pflx_plaw_ergflncb_error,pflx_plaw_ergflux,pflx_plaw_ergflux_error,pflx_plaw_index,pflx_plaw_index_neg_err,pflx_plaw_index_pos_err,pflx_plaw_phtflnc,pflx_plaw_phtflnc_error,pflx_plaw_phtflncb,pflx_plaw_phtflncb_error,pflx_plaw_phtflux,pflx_plaw_phtflux_error,pflx_plaw_phtfluxb,pflx_plaw_phtfluxb_error,pflx_plaw_pivot,pflx_plaw_redchisq,pflx_plaw_redfitstat,pflx_sbpl_ampl,pflx_sbpl_ampl_neg_err,pflx_sbpl_ampl_pos_err,pflx_sbpl_brken,pflx_sbpl_brken_neg_err,pflx_sbpl_brken_pos_err,pflx_sbpl_brksc,pflx_sbpl_dof,pflx_sbpl_ergflnc,pflx_sbpl_ergflnc_error,pflx_sbpl_ergflncb,pflx_sbpl_ergflncb_error,pflx_sbpl_ergflux,pflx_sbpl_ergflux_error,pflx_sbpl_indx1,pflx_sbpl_indx1_neg_err,pflx_sbpl_indx1_pos_err,pflx_sbpl_indx2,pflx_sbpl_indx2_neg_err,pflx_sbpl_indx2_pos_err,pflx_sbpl_phtflnc,pflx_sbpl_phtflnc_error,pflx_sbpl_phtflncb,pflx_sbpl_phtflncb_error,pflx_sbpl_phtflux,pflx_sbpl_phtflux_error,pflx_sbpl_phtfluxb,pflx_sbpl_phtfluxb_error,pflx_sbpl_pivot,pflx_sbpl_redchisq,pflx_sbpl_redfitstat,pflx_spectrum_start,pflx_spectrum_stop,scat_detector_mask,scatalog,t50,t50_error,t50_start
2.2045,24.704,1.46,0.256,9.13E-06,1.06E-07,3.8493,0.1647,1.024,5.8104,0.7637,0.01364525,0.001496174,0.001496174,221.2021,22.9559,22.9559,-0.5175154,0.07985288,0.07985288,-1.904774,0.08532512,0.08532512,-1.024,22.528,1.177,1.091,1.024,0.256,0.064,45.31,101.04,-73.96,-2.08,11100100,1,-48.3817,300,50,0,474,1.10E-05,3.10E-07,5.15E-06,1.22E-07,4.70E-07,1.32E-08,52.90041,1.074116,25.51837,0.4923967,2.256098,0.04580892,1.088308,0.02099975,1.091,2.732,0.01046434,0.000719501,0.000719501,475,309.751,24.17831,24.17831,1.04E-05,4.42E-07,5.46E-06,1.09E-07,4.44E-07,1.88E-08,-0.6821826,0.05571896,0.05571896,53.73969,1.101787,26.11014,0.5066368,2.291892,0.04698906,1.113546,0.02160706,100,1.107,2.784,0.004627825,7.70E-05,7.70E-05,476,1.07E-05,2.10E-07,3.67E-06,6.26E-08,4.56E-07,8.94E-09,-1.410183,0.009570718,0.009570718,57.72571,1.061506,18.26131,0.3033545,2.461888,0.04527112,0.7788088,0.01293747,100,1.551,3.729,0.007032664,0.000161793,0.000161793,110.3743,13.04038,13.04038,0.3,474,1.11E-05,3.13E-07,5.15E-06,1.13E-07,4.74E-07,1.34E-08,-0.6975315,0.06619215,0.06619215,-1.93484,0.08502507,0.08502507,53.05302,1.074516,25.51787,0.4871687,2.262607,0.04582598,1.088287,0.02077679,100,1.091,2.731,1000,10,5.29E-06,5.50E-08,4.3987,0.3602,0.896,8.384,1.8528,0.1622,1.472,2.0778,0.3699,1.92,2.5181,0.6813,13.76,341.8589,-0.1713935,0.2447207,0.2447207,0.04003748,0.01168352,0.01168352,-2.756266,52.60099,52.60099,474,162.6899,20.65099,20.65099,5.77E-07,9.23E-08,3.65E-07,3.04E-08,5.66E-07,9.05E-08,3.600771,0.2317091,1.921213,0.1191871,3.532968,0.227346,1.885037,0.1169428,1.171,1.274,0.03672535,0.009185951,0.009185951,475,172.1896,20.10468,20.10468,5.19E-07,5.43E-08,3.76E-07,2.56E-08,5.09E-07,5.33E-08,-0.2226282,0.2134769,0.2134769,3.5792,0.2318873,1.956045,0.1114734,3.511804,0.2275209,1.919213,0.1093744,100,1.177,1.272,0.007421667,0.000386155,0.000386155,476,7.23E-07,4.74E-08,2.53E-07,1.40E-08,7.09E-07,4.65E-08,-1.44263,0.02901959,0.02901959,4.117669,0.2371876,1.269224,0.06726834,4.040134,0.2327214,1.245325,0.06600168,100,1.241,1.415,0.01340816,0.000988936,0.000988936,176.1756,66.65121,66.65121,0.3,474,5.30E-07,8.42E-08,3.72E-07,2.75E-08,5.20E-07,8.27E-08,-0.6225131,0.1571623,0.1571623,-3.890505,13.76904,13.76904,3.619297,0.2330002,1.945245,0.1132539,3.551146,0.2286128,1.908616,0.1111213,100,1.177,1.273,1.024,2.048,11100001,3,10.432,0.429,3.52
3.3604,75.201,3.638,-3.2,9.44E-06,4.90E-08,3.6864,0.2417,23.68,6.4107,1.1851,0.004813357,0.000237158,0.000237158,589.4979,85.8363,85.8363,-1.089721,0.04453039,0.04453039,-5.981619,98.14269,98.14269,-10.24,105.47,1.077,1.251,1.024,0.256,0.064,112.5,140.63,-55.62,-13.75,11100100,3,-58.5062,300,50,0,476,1.44E-05,4.75E-07,5.82E-06,1.41E-07,3.54E-07,1.16E-08,71.73136,1.647031,28.15389,0.6502506,1.757477,0.04035359,0.6897932,0.01593167,1.254,3.852,0.004810044,0.00023199,0.00023199,477,590.6446,75.16846,75.16846,1.44E-05,4.70E-07,5.82E-06,1.41E-07,3.54E-07,1.15E-08,-1.090306,0.04365408,0.04365408,71.73873,1.643463,28.14691,0.6503079,1.757658,0.04026619,0.6896225,0.01593308,100,1.251,3.844,0.003372463,6.32E-05,6.32E-05,478,1.29E-05,2.88E-07,4.56E-06,8.88E-08,3.15E-07,7.06E-09,-1.469716,0.01209545,0.01209545,76.38475,1.651727,23.06043,0.4357448,1.871489,0.04046865,0.5649993,0.0106761,100,1.402,4.271,0.004166974,0.00012344,0.00012344,326.9991,63.33383,63.33383,0.3,476,1.37E-05,4.63E-07,5.95E-06,1.47E-07,3.37E-07,1.13E-08,-1.149945,0.03871465,0.03871465,-2.436072,0.4099693,0.4099693,71.29222,1.705737,28.56581,0.6673986,1.746718,0.04179194,0.6998858,0.01635181,100,1.252,3.846,1000,10,5.37E-06,2.26E-08,4.8346,0.5475,50.241,50.369,1.7506,0.1031,23.68,2.2989,0.2317,24.256,2.8797,0.5207,24.448,90.9581,-1.131952,0.1212027,0.1212027,0.01051729,0.001474366,0.001474366,-9.346875,17257.09,17257.09,476,639.0091,296.3021,296.3021,8.12E-07,7.86E-08,3.22E-07,2.46E-08,7.96E-07,7.71E-08,4.095498,0.2780346,1.5662,0.1132953,4.015711,0.2726181,1.535688,0.1110881,1.078,1.186,0.01056021,0.001849369,0.001849369,477,625.9102,240.2153,240.2153,8.08E-07,7.87E-08,3.22E-07,2.46E-08,7.92E-07,7.72E-08,-1.129369,0.1604313,0.1604313,4.090158,0.2780374,1.566519,0.1133993,4.010476,0.2726208,1.536001,0.1111901,100,1.077,1.183,0.007562095,0.000434205,0.000434205,478,7.18E-07,5.02E-08,2.55E-07,1.53E-08,7.04E-07,4.92E-08,-1.472634,0.03796208,0.03796208,4.28949,0.2827165,1.291783,0.07490864,4.205925,0.2772088,1.266617,0.0734493,100,1.096,1.223,0.009514179,0.000844973,0.000844973,252.8682,104.2443,104.2443,0.3,476,7.61E-07,7.39E-08,3.31E-07,2.55E-08,7.46E-07,7.24E-08,-1.147176,0.1125549,0.1125549,-2.166489,1.237578,1.237578,4.031184,0.2876185,1.608174,0.116815,3.95265,0.2820152,1.576844,0.1145392,100,1.074,1.184,23.552,24.576,1100101,3,32.768,1.379,10.048
0.1218,105.984,6.802,-5.12,2.91E-06,3.63E-08,2.3229,0.2291,0.896,4.0823,1.1021,0.006700727,0.001549708,0.001549708,182.5805,51.53627,51.53627,-0.8522729,0.1736209,0.1736209,-2.316035,16.44725,16.44725,-7.168,79.872,0.992,1.056,1.024,0.256,0.064,110.83,138.75,-22.08,-10.83,1100100,1,-32.4861,300,50,0,477,2.16E-06,2.61E-07,1.15E-06,9.56E-08,1.93E-07,2.33E-08,15.26444,0.9301748,6.130651,0.3740378,1.361056,0.08293918,0.5466405,0.03335114,1.055,1.372,0.006357854,0.001483505,0.001483505,478,199.1405,31.41348,31.41348,1.96E-06,2.20E-07,1.19E-06,7.19E-08,1.75E-07,1.96E-08,-0.8768671,0.1473446,0.1473446,15.18662,0.9347382,6.26471,0.3443066,1.354117,0.08334608,0.5585938,0.03070015,100,1.056,1.37,0.00260614,0.000123174,0.000123174,479,2.64E-06,1.60E-07,9.56E-07,4.87E-08,2.36E-07,1.42E-08,-1.507399,0.03466892,0.03466892,16.69105,0.8927038,4.878442,0.2336103,1.48826,0.07959807,0.434987,0.0208299,100,1.08,1.424,0.002978337,0.000165944,0.000165944,8.660565,20.46881,20.46881,0.3,477,2.47E-06,1.79E-07,1.03E-06,5.59E-08,2.21E-07,1.60E-08,16.18503,111.2684,111.2684,-1.696552,0.07710436,0.07710436,14.85821,0.9715624,5.499515,0.2904975,1.324835,0.08662952,0.4903651,0.02590225,100,1.048,1.371,1000,10,1.61E-06,2.07E-08,3.301,0.4007,4.544,-2.048,0.5815,0.0686,0.768,0.7922,0.1578,-2.112,1.1278,0.4222,1.024,334.0189,-0.7568093,0.2608214,0.2608214,0.0104078,0.002901,0.002901,-8.282661,7447.424,7447.424,477,183.3082,80.43308,80.43308,2.42E-07,6.62E-08,1.55E-07,2.38E-08,2.37E-07,6.50E-08,1.890478,0.2834105,0.8191086,0.107878,1.854322,0.2779902,0.803443,0.1058148,0.99,1.074,0.01022834,0.002832745,0.002832745,478,184.5858,47.76811,47.76811,2.38E-07,6.13E-08,1.52E-07,2.24E-08,2.33E-07,6.01E-08,-0.7439488,0.4293443,0.4293443,1.837731,0.276769,0.8033297,0.1055974,1.802584,0.2714757,0.7879658,0.1035778,100,0.99,1.071,0.003510009,0.000409015,0.000409015,479,3.13E-07,4.89E-08,1.16E-07,1.52E-08,3.07E-07,4.80E-08,-1.548609,0.08610403,0.08610403,2.116279,0.2720937,0.5956733,0.07193345,2.075805,0.2668899,0.5842809,0.07055771,100,0.992,1.091,0.005517075,0.000942039,0.000942039,689.8345,10311.89,10311.89,0.3,477,2.25E-07,5.81E-08,1.68E-07,3.12E-08,2.21E-07,5.70E-08,-1.032479,0.2608628,0.2608628,-43.39294,1751.659,1751.659,1.894118,0.2703536,0.8628742,0.113909,1.857892,0.265183,0.8463716,0.1117305,100,0.987,1.069,0,1.024,1100101,3,78.336,1.056,0.768
6.7,41.217,7.281,-0.256,3.54E-06,8.67E-08,3.405,0.1824,16.448,5.988,0.8835,0.02263079,0.005369762,0.005369762,101.5923,6.921906,6.921906,-0.2737454,0.1688145,0.1688145,-10.77175,9381.606,9381.606,-1.024,26.624,1.159,1.087,1.024,0.256,0.064,52.6,95.83,-37.5,-4.17,11000,1,-50.8594,300,50,5.9,356,2.24E-06,4.55E-07,1.58E-06,1.07E-07,1.29E-07,2.62E-08,24.0839,1.212114,9.885699,0.4646578,1.38905,0.06990922,0.5701623,0.02679935,1.087,1.824,0.02115598,0.007298269,0.007298269,357,100.7041,10.80533,10.80533,2.33E-06,1.32E-07,1.62E-06,1.03E-07,1.34E-07,7.63E-09,-0.3695625,0.2074496,0.2074496,25.6556,1.080112,10.10297,0.4556203,1.479698,0.06229596,0.5826935,0.02627811,100,1.087,1.826,0.002566269,0.000106007,0.000106007,358,3.80E-06,2.12E-07,1.42E-06,6.70E-08,2.19E-07,1.22E-08,-1.582462,0.02970529,0.02970529,27.06378,1.080197,7.379527,0.3146569,1.560916,0.06230085,0.4256176,0.01814798,100,1.257,2.128,0.004530758,0.00027351,0.00027351,311.4352,581.7004,581.7004,0.3,356,2.09E-06,1.41E-07,1.49E-06,1.24E-07,1.20E-07,8.12E-09,-0.8907402,0.1106108,0.1106108,-25.42522,120.8317,120.8317,24.2424,1.058341,9.751174,0.4803673,1.398192,0.0610403,0.5624034,0.02770541,100,1.081,1.814,1000,10,2.12E-06,4.71E-08,4.8792,0.3952,12.992,17.984,1.3228,0.1835,17.6,1.9221,0.3996,13.056,2.7026,0.8136,13.056,180.495,0.09426697,0.4044135,0.4044135,0.06527816,0.02938051,0.02938051,-10.39946,6846.914,6846.914,356,108.6454,11.66328,11.66328,2.78E-07,9.44E-08,2.11E-07,2.82E-08,2.73E-07,9.25E-08,2.648363,0.266427,1.291244,0.123408,2.597419,0.261302,1.266406,0.1210342,1.13,1.183,0.06338301,0.02748271,0.02748271,357,109.0566,12.01221,12.01221,2.78E-07,3.43E-08,2.10E-07,2.72E-08,2.73E-07,3.36E-08,0.07495461,0.3905973,0.3905973,2.650671,0.265312,1.287902,0.1208996,2.599683,0.2602085,1.263128,0.118574,100,1.127,1.18,0.00520786,0.000441499,0.000441499,358,4.71E-07,5.36E-08,1.72E-07,1.65E-08,4.62E-07,5.26E-08,-1.532453,0.05842614,0.05842614,3.090007,0.2770444,0.8832232,0.07797485,3.030568,0.2717152,0.8662336,0.07647493,100,1.159,1.262,0.01031395,0.001247153,0.001247153,281.1451,737.2037,737.2037,0.3,356,2.63E-07,3.75E-08,2.02E-07,3.21E-08,2.58E-07,3.67E-08,-0.6638802,0.2710545,0.2710545,-19.88724,127.4399,127.4399,2.693634,0.2655873,1.276648,0.1275763,2.64182,0.2604785,1.252091,0.1251222,100,1.125,1.176,17.408,18.432,11001,3,10.24,3.238,10.24
0.689,62.977,0.81,1.28,6.03E-05,7.00E-08,13.6635,0.2933,2.368,16.3989,1.6469,0.01402122,0.000260606,0.000260606,667.6653,41.6875,41.6875,-1.070381,0.0144937,0.0144937,-2.152307,0.07648563,0.07648563,-4.096,87.04,0.863,1.142,1.024,0.256,0.064,105.21,146.35,-40.1,-6.25,1.0011E+13,1,-13.7641,300,50,0,358,8.58E-05,1.23E-06,3.32E-05,2.82E-07,1.11E-06,1.59E-08,399.8558,2.710867,158.531,1.302304,5.168624,0.03504126,2.049206,0.01683387,1.163,6.569,0.01364725,0.000228749,0.000228749,359,768.2076,41.27277,41.27277,8.87E-05,9.99E-07,3.32E-05,2.85E-07,1.15E-06,1.29E-08,-1.088029,0.0135231,0.0135231,403.1674,2.575262,158.1107,1.284256,5.211431,0.0332884,2.043774,0.01660058,100,1.215,6.654,0.009593202,5.76E-05,5.76E-05,360,7.08E-05,5.26E-07,2.48E-05,1.58E-07,9.15E-07,6.80E-09,-1.442945,0.003845572,0.003845572,402.8622,2.634904,124.2085,0.7608964,5.207486,0.03405935,1.605547,0.009835515,100,3.416,12.211,0.01225483,0.000122746,0.000122746,309.2031,24.00461,24.00461,0.3,358,8.40E-05,1.07E-06,3.37E-05,2.87E-07,1.09E-06,1.39E-08,-1.130424,0.01161087,0.01161087,-2.096931,0.05582428,0.05582428,399.5114,2.711719,160.0453,1.310743,5.164173,0.03505227,2.068781,0.01694295,100,1.142,6.521,1000,10,2.75E-05,3.80E-08,15.0917,0.6385,2.432,5.952,6.2767,0.1591,2.24,6.9247,0.3337,2.56,7.3213,0.6874,1.472,270.1009,-0.7448255,0.07189637,0.07189637,0.05215057,0.004384268,0.004384268,-2.656804,27.98776,27.98776,358,484.3637,65.49155,65.49155,3.68E-06,1.74E-07,1.51E-06,4.73E-08,3.62E-06,1.72E-07,14.81483,0.3811978,6.95095,0.209423,14.58454,0.3752722,6.842898,0.2061676,0.858,0.952,0.05033037,0.003081225,0.003081225,359,525.1166,55.57559,55.57559,3.78E-06,1.57E-07,1.51E-06,4.71E-08,3.73E-06,1.55E-07,-0.770596,0.05524665,0.05524665,14.93476,0.365082,6.908219,0.2057755,14.7026,0.3594068,6.800832,0.2025768,100,0.863,0.95,0.02781129,0.000639971,0.000639971,360,2.81E-06,7.57E-08,9.58E-07,2.25E-08,2.76E-06,7.45E-08,-1.398753,0.01392043,0.01392043,14.86965,0.3909011,4.747642,0.1096813,14.6385,0.3848246,4.67384,0.1079763,100,1.699,1.925,0.04081472,0.001647476,0.001647476,263.0396,48.19643,48.19643,0.3,358,3.56E-06,1.41E-07,1.54E-06,4.90E-08,3.50E-06,1.39E-07,-0.8475866,0.05425948,0.05425948,-2.348593,0.3013871,0.3013871,14.74456,0.3761253,7.055805,0.2107392,14.51536,0.3702784,6.946123,0.2074633,100,0.854,0.952,2.048,3.072,11000000010,3,32,0.724,6.656
0.6887,46.337,7.173,0.512,7.81E-06,8.18E-08,4.47,0.288,2.24,7.1018,1.3541,0.01500962,0.00283446,0.00283446,105.7332,20.44881,20.44881,-0.7807099,0.1062993,0.1062993,-1.774458,0.04619229,0.04619229,-1.024,51.2,0.947,1.134,1.024,0.256,0.064,83.12,145.63,-46.25,-5,1100100,1,-50.5129,300,50,0,357,1.28E-05,3.95E-07,5.55E-06,1.35E-07,3.30E-07,1.02E-08,87.0102,1.595299,30.0401,0.6975465,2.244076,0.04114427,0.7747629,0.01799039,1.133,5.577,0.007118815,0.000522442,0.000522442,358,247.8299,27.23062,27.23062,1.12E-05,5.02E-07,5.95E-06,1.46E-07,2.90E-07,1.29E-08,-1.153357,0.04694128,0.04694128,87.30268,1.636664,31.11965,0.7081935,2.251619,0.04221112,0.8026056,0.01826499,100,1.15,5.721,0.004007103,7.14E-05,7.14E-05,359,1.39E-05,3.31E-07,5.05E-06,1.02E-07,3.58E-07,8.55E-09,-1.523732,0.01202762,0.01202762,90.16014,1.591535,25.87218,0.4773218,2.325316,0.0410472,0.6672682,0.01231058,100,1.217,5.912,0.004668671,0.000123,0.000123,32.48017,6.423647,6.423647,0.3,357,1.30E-05,3.85E-07,5.49E-06,1.30E-07,3.34E-07,9.92E-09,-0.6533552,0.1981302,0.1981302,-1.749119,0.04410303,0.04410303,86.79858,1.597058,29.49548,0.6886136,2.238618,0.04118964,0.7607167,0.01776,100,1.134,5.574,1000,10,4.73E-06,4.63E-08,5.5604,0.3233,20.992,3.2,2.076,0.1297,2.24,2.738,0.2996,1.28,4.2032,0.6666,1.472,333.6069,-0.4061177,0.1424407,0.1424407,0.0306892,0.004737733,0.004737733,-4.882297,21.28355,21.28355,357,242.6666,31.83066,31.83066,8.65E-07,9.88E-08,5.31E-07,3.28E-08,8.48E-07,9.68E-08,4.727714,0.2782551,2.559885,0.1477577,4.635922,0.2728526,2.510183,0.1448889,0.948,1.112,0.03128981,0.005333513,0.005333513,358,239.1009,27.8916,27.8916,8.55E-07,8.46E-08,5.31E-07,3.20E-08,8.38E-07,8.30E-08,-0.3947812,0.1535122,0.1535122,4.72099,0.2784157,2.565358,0.1473598,4.629329,0.2730101,2.51555,0.1444987,100,0.947,1.109,0.009360737,0.000474995,0.000474995,359,9.39E-07,5.59E-08,3.23E-07,1.68E-08,9.21E-07,5.48E-08,-1.411103,0.02561331,0.02561331,5.080524,0.2870984,1.60421,0.08177224,4.981883,0.2815242,1.573063,0.08018459,100,1.118,1.337,0.01647944,0.002255722,0.002255722,154.6798,58.4622,58.4622,0.3,357,8.96E-07,9.44E-08,5.13E-07,3.56E-08,8.79E-07,9.25E-08,-0.601447,0.281493,0.281493,-2.664408,17.53219,17.53219,4.730205,0.2779202,2.532988,0.1476094,4.638365,0.2725242,2.483808,0.1447435,100,0.949,1.117,2.048,3.072,1100001,3,18.432,0.81,2.56
3.5,14.336,4.007,-1.792,1.17E-06,3.76E-08,3.1868,0.2252,-0.64,6.024,1.272,0.004419212,0.01506538,0.01506538,49.45244,167.903,167.903,-1.458193,0.3106624,0.3106624,-1.801257,0.1998826,0.1998826,-1.024,12.288,1.089,0.96,1.024,0.256,0.064,17.13,35.75,-17.5,-4.12,1.0011E+13,1,-26.296,300,50,0,480,1.95E-06,1.58E-07,7.74E-07,5.27E-08,1.59E-07,1.29E-08,18.94509,0.9989882,4.270684,0.257578,1.547193,0.08158459,0.3487749,0.02103568,0.964,1.274,0.002129735,0.00023963,0.00023963,481,1077.127,3185.156,3185.156,1.90E-06,1.70E-07,7.64E-07,5.90E-08,1.55E-07,1.39E-08,-1.771783,0.08819401,0.08819401,19.04104,0.9583908,4.217005,0.2985735,1.555029,0.07826912,0.3443911,0.02438367,100,0.969,1.277,0.002105606,0.000123248,0.000123248,482,1.99E-06,1.41E-07,7.79E-07,5.17E-08,1.62E-07,1.15E-08,-1.773292,0.04937255,0.04937255,19.1134,0.944564,4.270722,0.2473474,1.560938,0.07713992,0.3487781,0.02020017,100,0.96,1.27,0.002109586,0.000131614,0.000131614,7.858801,65.40507,65.40507,0.3,480,1.94E-06,1.57E-07,7.73E-07,5.28E-08,1.59E-07,1.28E-08,-0.3565579,28.99389,28.99389,-1.813808,0.06338644,0.06338644,19.14748,1.064483,4.277918,0.2546791,1.563722,0.08693337,0.3493657,0.02079894,100,0.963,1.274,1000,10,5.97E-07,1.61E-08,5.0982,0.5103,-0.064,0.064,0.8331,0.0675,-0.64,1.3041,0.1591,-0.192,1.6946,0.3101,-0.128,263.8257,-1.113799,0.3105181,0.3105181,0.01307554,0.0100805,0.0100805,-3.295795,5.077431,5.077431,480,88.1497,20.26472,20.26472,2.10E-07,6.95E-08,1.17E-07,2.14E-08,2.06E-07,6.82E-08,2.760308,0.296309,0.7343728,0.09824374,2.70556,0.290432,0.7198073,0.09629517,1.102,1.202,0.01370055,0.006091827,0.006091827,481,85.85388,16.3567,16.3567,1.96E-07,3.08E-08,1.15E-07,2.08E-08,1.93E-07,3.02E-08,-1.090464,0.3736258,0.3736258,2.73385,0.2945704,0.7265323,0.09327446,2.679627,0.2887279,0.7121223,0.09142446,100,1.103,1.2,0.003858545,0.000433622,0.000433622,482,3.01E-07,4.22E-08,1.18E-07,1.57E-08,2.95E-07,4.14E-08,-1.793061,0.09019697,0.09019697,2.985299,0.2880103,0.6520809,0.07522287,2.926089,0.2822979,0.6391476,0.07373091,100,1.089,1.209,0.003882174,0.000493309,0.000493309,5.963504,46.02563,46.02563,0.3,480,2.69E-07,4.56E-08,1.14E-07,1.70E-08,2.63E-07,4.47E-08,19.07068,438.4511,438.4511,-1.98953,0.1906136,0.1906136,2.818447,0.306083,0.6580146,0.08075726,2.762546,0.3000121,0.6449636,0.07915553,100,1.093,1.204,0,1.024,10011000010,3,8.704,0.81,-0.256
